癌症診斷年,性別,縣市別,癌症別,年齡標準化發生率  WHO 2000世界標準人口 (每10萬人口) ,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2002,不分男女,宜蘭縣,胸腺、心臟與中隔,0.41,2,45,45,0.43
2002,不分男女,苗栗縣,胸腺、心臟與中隔,0.56,3,43,50,0.53
2002,不分男女,彰化縣,胸腺、心臟與中隔,0.7,10,44.1,44,0.76
2002,不分男女,南投縣,胸腺、心臟與中隔,0.76,4,30.75,37,0.74
2002,不分男女,雲林縣,胸腺、心臟與中隔,1.17,10,53,52,1.35
2002,不分男女,嘉義縣,胸腺、心臟與中隔,0.82,6,57.83,58.5,1.07
2002,不分男女,屏東縣,胸腺、心臟與中隔,0.61,6,47.17,50,0.66
2002,不分男女,花蓮縣,胸腺、心臟與中隔,0.78,3,63.33,57,0.85
2002,男,台閩地區,胸腺、心臟與中隔,0.85,103,48.63,49,0.9
2002,男,台北市,胸腺、心臟與中隔,0.43,6,63,68,0.46
2002,男,台中市,胸腺、心臟與中隔,1.09,14,44.93,38,1.11
2002,男,台南市,胸腺、心臟與中隔,0.94,10,53.3,49,1.06
2002,男,高雄市,胸腺、心臟與中隔,1.07,15,53.27,54,1.07
2002,男,基隆市,胸腺、心臟與中隔,1.89,4,65.5,65.5,2
2002,男,新竹市,胸腺、心臟與中隔,1.95,3,60.67,59,1.56
2002,男,新北市,胸腺、心臟與中隔,0.86,17,36.88,39,0.93
2002,男,桃園市,胸腺、心臟與中隔,0.64,7,44.29,41,0.76
2002,男,宜蘭縣,胸腺、心臟與中隔,0.36,1,37,37,0.42
2002,男,苗栗縣,胸腺、心臟與中隔,0.74,2,39.5,39.5,0.68
2002,男,彰化縣,胸腺、心臟與中隔,0.98,7,44.57,48,1.03
2002,男,南投縣,胸腺、心臟與中隔,0.92,3,41,40,1.06
2002,男,雲林縣,胸腺、心臟與中隔,1.21,6,54.67,55,1.53
2002,男,嘉義縣,胸腺、心臟與中隔,0.83,3,52.67,50,1.01
2002,男,屏東縣,胸腺、心臟與中隔,0.65,3,39.67,52,0.64
2002,男,花蓮縣,胸腺、心臟與中隔,0.83,2,66.5,66.5,1.08
2002,女,台閩地區,胸腺、心臟與中隔,0.64,76,49.62,48.5,0.69
2002,女,台北市,胸腺、心臟與中隔,1.06,14,45.07,51,1.04
2002,女,台中市,胸腺、心臟與中隔,0.31,4,41.25,36.5,0.32
2002,女,台南市,胸腺、心臟與中隔,1.38,15,54.47,49,1.65
2002,女,高雄市,胸腺、心臟與中隔,0.38,6,51.83,48.5,0.45
2002,女,基隆市,胸腺、心臟與中隔,1.36,3,59.67,64,1.57
2002,女,嘉義市,胸腺、心臟與中隔,1.23,2,57,57,1.5
2002,女,新北市,胸腺、心臟與中隔,0.58,10,49.2,48,0.55
2002,女,桃園市,胸腺、心臟與中隔,0.39,4,42.5,46.5,0.46
2002,女,新竹縣,胸腺、心臟與中隔,0.45,1,48,48,0.46
2002,女,宜蘭縣,胸腺、心臟與中隔,0.43,1,53,53,0.45
2002,女,苗栗縣,胸腺、心臟與中隔,0.37,1,50,50,0.38
2002,女,彰化縣,胸腺、心臟與中隔,0.42,3,43,40,0.47
2002,女,南投縣,胸腺、心臟與中隔,0.56,1,0,0,0.39
2002,女,雲林縣,胸腺、心臟與中隔,1.15,4,50.5,52,1.14
2002,女,嘉義縣,胸腺、心臟與中隔,0.78,3,63,67,1.13
2002,女,屏東縣,胸腺、心臟與中隔,0.57,3,54.67,48,0.69
2002,女,花蓮縣,胸腺、心臟與中隔,0.65,1,57,57,0.6
2003,不分男女,台閩地區,胸腺、心臟與中隔,0.84,206,52.36,53,0.91
2003,不分男女,台北市,胸腺、心臟與中隔,0.97,30,52.93,52,1.14
2003,不分男女,台中市,胸腺、心臟與中隔,0.87,22,47.05,43,0.87
2003,不分男女,台南市,胸腺、心臟與中隔,1.22,27,53.96,49,1.45
2003,不分男女,高雄市,胸腺、心臟與中隔,0.86,24,54.33,59.5,0.87
2003,不分男女,基隆市,胸腺、心臟與中隔,0.94,4,39.75,32.5,1.02
2003,不分男女,新竹市,胸腺、心臟與中隔,0.68,3,66.67,72,0.78
2003,不分男女,嘉義市,胸腺、心臟與中隔,0.6,2,40.5,40.5,0.74
2003,不分男女,新北市,胸腺、心臟與中隔,0.61,23,46.74,44,0.63
2003,不分男女,桃園市,胸腺、心臟與中隔,0.42,7,46.86,59,0.38
2003,不分男女,新竹縣,胸腺、心臟與中隔,0.42,2,57.5,57.5,0.44
2003,不分男女,宜蘭縣,胸腺、心臟與中隔,1.31,7,61.29,66,1.51
2003,不分男女,苗栗縣,胸腺、心臟與中隔,0.67,5,58.6,70,0.89
2003,不分男女,彰化縣,胸腺、心臟與中隔,0.73,10,49.5,54,0.76
2003,不分男女,南投縣,胸腺、心臟與中隔,0.8,5,50.4,46,0.93
2003,不分男女,雲林縣,胸腺、心臟與中隔,1.22,11,58.36,56,1.49
2003,不分男女,嘉義縣,胸腺、心臟與中隔,1.1,8,55.38,53,1.43
2003,不分男女,屏東縣,胸腺、心臟與中隔,0.79,8,54.5,57.5,0.89
2003,不分男女,花蓮縣,胸腺、心臟與中隔,1.37,6,59.67,65,1.71
2003,不分男女,台東縣,胸腺、心臟與中隔,0.34,1,66,66,0.41
2003,不分男女,金門縣,胸腺、心臟與中隔,1.65,1,30,30,1.64
2003,男,台閩地區,胸腺、心臟與中隔,0.97,121,51.01,50,1.05
2003,男,台北市,胸腺、心臟與中隔,1.17,18,53.94,53.5,1.39
2003,男,台中市,胸腺、心臟與中隔,1.19,15,44.4,41,1.18
2003,男,台南市,胸腺、心臟與中隔,1.24,14,51.79,48.5,1.48
2003,男,高雄市,胸腺、心臟與中隔,0.97,14,48.57,49,1
2003,男,基隆市,胸腺、心臟與中隔,1.43,3,38,20,1.5
2003,男,新竹市,胸腺、心臟與中隔,1.29,3,66.67,72,1.54
2003,男,嘉義市,胸腺、心臟與中隔,0.6,1,40,40,0.74
2003,男,新北市,胸腺、心臟與中隔,0.64,12,42.75,43.5,0.65
2003,男,桃園市,胸腺、心臟與中隔,0.37,4,50,52.5,0.43
2003,男,新竹縣,胸腺、心臟與中隔,0.81,2,57.5,57.5,0.84
2003,男,宜蘭縣,胸腺、心臟與中隔,1.05,3,65.67,66,1.26
2003,男,苗栗縣,胸腺、心臟與中隔,0.45,2,75,75,0.68
2003,男,彰化縣,胸腺、心臟與中隔,0.84,6,49.67,51.5,0.88
2003,男,南投縣,胸腺、心臟與中隔,0.89,3,58.33,68,1.07
2003,男,雲林縣,胸腺、心臟與中隔,1.48,7,57.86,56,1.79
2003,男,嘉義縣,胸腺、心臟與中隔,1.55,6,53,49.5,2.03
2003,男,屏東縣,胸腺、心臟與中隔,0.58,3,46.67,49,0.64
2003,男,花蓮縣,胸腺、心臟與中隔,1.37,3,56.33,63,1.62
2003,男,台東縣,胸腺、心臟與中隔,0.71,1,66,66,0.77
2003,男,金門縣,胸腺、心臟與中隔,2.91,1,30,30,3.12
2003,女,台閩地區,胸腺、心臟與中隔,0.7,85,54.28,55,0.77
2003,女,台北市,胸腺、心臟與中隔,0.73,12,51.42,52,0.9
2003,女,台中市,胸腺、心臟與中隔,0.55,7,52.71,51,0.56
2003,女,台南市,胸腺、心臟與中隔,1.18,13,56.31,51,1.43
2003,女,高雄市,胸腺、心臟與中隔,0.74,10,62.4,65.5,0.74
2003,女,基隆市,胸腺、心臟與中隔,0.38,1,45,45,0.52
2003,女,嘉義市,胸腺、心臟與中隔,0.59,1,41,41,0.74
2003,女,新北市,胸腺、心臟與中隔,0.59,11,51.09,47,0.6
2003,女,桃園市,胸腺、心臟與中隔,0.41,3,42.67,59,0.34
2003,女,宜蘭縣,胸腺、心臟與中隔,1.61,4,58,64,1.78
2003,女,苗栗縣,胸腺、心臟與中隔,0.93,3,47.67,44,1.12
2003,女,彰化縣,胸腺、心臟與中隔,0.6,4,49.25,58.5,0.63
2003,女,南投縣,胸腺、心臟與中隔,0.74,2,38.5,38.5,0.77
2003,女,雲林縣,胸腺、心臟與中隔,0.92,4,59.25,56.5,1.14
2003,女,嘉義縣,胸腺、心臟與中隔,0.53,2,62.5,62.5,0.75
2003,女,屏東縣,胸腺、心臟與中隔,0.99,5,59.2,60,1.15
2003,女,花蓮縣,胸腺、心臟與中隔,1.41,3,63,67,1.8
2004,不分男女,台閩地區,胸腺、心臟與中隔,0.86,217,52.88,52,0.96
2004,不分男女,台北市,胸腺、心臟與中隔,0.71,24,58.13,55,0.92
2004,不分男女,台中市,胸腺、心臟與中隔,0.92,24,52.58,50.5,0.94
2004,不分男女,台南市,胸腺、心臟與中隔,1,22,55.82,53.5,1.18
2004,不分男女,高雄市,胸腺、心臟與中隔,0.95,29,55.83,57,1.05
2004,不分男女,基隆市,胸腺、心臟與中隔,1.1,5,58.6,63,1.27
2004,不分男女,新竹市,胸腺、心臟與中隔,0.49,2,38,38,0.52
2004,不分男女,嘉義市,胸腺、心臟與中隔,1.3,4,55.75,55,1.48
2004,不分男女,新北市,胸腺、心臟與中隔,0.83,32,48.38,49,0.86
2004,不分男女,桃園市,胸腺、心臟與中隔,0.53,9,56.67,59,0.49
2004,不分男女,新竹縣,胸腺、心臟與中隔,1.02,5,52.8,60,1.07
2004,不分男女,宜蘭縣,胸腺、心臟與中隔,1,6,56.5,55,1.3
2004,不分男女,苗栗縣,胸腺、心臟與中隔,0.79,5,42.8,43,0.89
2004,不分男女,彰化縣,胸腺、心臟與中隔,0.68,9,39.89,39,0.68
2004,不分男女,南投縣,胸腺、心臟與中隔,0.44,3,58.67,64,0.56
2004,不分男女,雲林縣,胸腺、心臟與中隔,0.84,8,63.38,61.5,1.09
2004,不分男女,嘉義縣,胸腺、心臟與中隔,1.82,12,54.17,54,2.15
2004,不分男女,屏東縣,胸腺、心臟與中隔,1.29,12,42.5,48.5,1.33
2004,不分男女,台東縣,胸腺、心臟與中隔,2.06,6,50.33,56.5,2.5
2004,男,台閩地區,胸腺、心臟與中隔,0.98,127,52.68,51,1.1
2004,男,台北市,胸腺、心臟與中隔,0.88,14,61.07,59,1.09
2004,男,台中市,胸腺、心臟與中隔,1.13,15,53.33,51,1.17
2004,男,台南市,胸腺、心臟與中隔,0.83,10,55.4,50.5,1.06
2004,男,高雄市,胸腺、心臟與中隔,1.14,18,59.56,60.5,1.29
2004,男,基隆市,胸腺、心臟與中隔,0.33,1,75,75,0.5
2004,男,新竹市,胸腺、心臟與中隔,0.52,1,24,24,0.51
2004,男,嘉義市,胸腺、心臟與中隔,1.2,2,45.5,45.5,1.48
2004,男,新北市,胸腺、心臟與中隔,0.87,18,45.06,46.5,0.97
2004,男,桃園市,胸腺、心臟與中隔,0.52,5,53.2,49,0.53
2004,男,新竹縣,胸腺、心臟與中隔,1.23,3,42.67,45,1.23
2004,男,宜蘭縣,胸腺、心臟與中隔,0.94,3,63,65,1.26
2004,男,苗栗縣,胸腺、心臟與中隔,1.53,5,42.8,43,1.7
2004,男,彰化縣,胸腺、心臟與中隔,0.82,6,39.17,39,0.88
2004,男,南投縣,胸腺、心臟與中隔,0.52,2,56,56,0.71
2004,男,雲林縣,胸腺、心臟與中隔,1.58,7,61.57,57,1.8
2004,男,嘉義縣,胸腺、心臟與中隔,1.93,6,49.67,54,2.04
2004,男,屏東縣,胸腺、心臟與中隔,1.12,6,45.33,48.5,1.28
2004,男,台東縣,胸腺、心臟與中隔,3.15,5,52.6,74,3.91
2004,女,台閩地區,胸腺、心臟與中隔,0.74,90,53.17,54,0.81
2004,女,台北市,胸腺、心臟與中隔,0.55,10,54,52,0.75
2004,女,台中市,胸腺、心臟與中隔,0.69,9,51.33,50,0.71
2004,女,台南市,胸腺、心臟與中隔,1.16,12,56.17,57.5,1.31
2004,女,高雄市,胸腺、心臟與中隔,0.74,11,49.73,51,0.81
2004,女,基隆市,胸腺、心臟與中隔,1.82,4,54.5,57.5,2.08
2004,女,新竹市,胸腺、心臟與中隔,0.45,1,52,52,0.52
2004,女,嘉義市,胸腺、心臟與中隔,1.32,2,66,66,1.48
2004,女,新北市,胸腺、心臟與中隔,0.78,14,52.64,54,0.76
2004,女,桃園市,胸腺、心臟與中隔,0.51,4,61,61.5,0.44
2004,女,新竹縣,胸腺、心臟與中隔,0.79,2,68,68,0.89
2004,女,宜蘭縣,胸腺、心臟與中隔,1.09,3,50,41,1.34
2004,女,彰化縣,胸腺、心臟與中隔,0.5,3,41.33,39,0.47
2004,女,南投縣,胸腺、心臟與中隔,0.34,1,64,64,0.39
2004,女,雲林縣,胸腺、心臟與中隔,0.14,1,76,76,0.29
2004,女,嘉義縣,胸腺、心臟與中隔,1.72,6,58.67,58,2.27
2004,女,屏東縣,胸腺、心臟與中隔,1.46,6,39.67,48,1.39
2004,女,台東縣,胸腺、心臟與中隔,0.89,1,39,39,0.89
2005,不分男女,台閩地區,胸腺、心臟與中隔,0.89,226,53.15,53,0.99
2005,不分男女,台北市,胸腺、心臟與中隔,0.81,26,57.73,64.5,0.99
2005,不分男女,台中市,胸腺、心臟與中隔,0.52,14,50.5,49,0.55
2005,不分男女,台南市,胸腺、心臟與中隔,1.38,29,56.34,61,1.56
2005,不分男女,高雄市,胸腺、心臟與中隔,1.12,34,51.88,52,1.23
2005,不分男女,基隆市,胸腺、心臟與中隔,0.54,3,66.67,75,0.77
2005,不分男女,新竹市,胸腺、心臟與中隔,1.03,4,47.25,48,1.02
2005,不分男女,嘉義市,胸腺、心臟與中隔,1.28,4,51.25,40,1.47
2005,不分男女,新北市,胸腺、心臟與中隔,0.9,33,49.82,51,0.88
2005,不分男女,桃園市,胸腺、心臟與中隔,0.89,16,40.25,49,0.85
2005,不分男女,新竹縣,胸腺、心臟與中隔,0.53,3,54.67,48,0.63
2005,不分男女,宜蘭縣,胸腺、心臟與中隔,0.98,5,53.4,58,1.08
2005,不分男女,苗栗縣,胸腺、心臟與中隔,0.91,6,55.83,58.5,1.07
2005,不分男女,彰化縣,胸腺、心臟與中隔,0.84,13,55.38,55,0.99
2005,不分男女,南投縣,胸腺、心臟與中隔,0.26,2,68,68,0.37
2005,不分男女,雲林縣,胸腺、心臟與中隔,0.92,8,56.5,57,1.09
2005,不分男女,嘉義縣,胸腺、心臟與中隔,1.34,10,58.6,63,1.8
2005,不分男女,屏東縣,胸腺、心臟與中隔,0.98,11,54,51,1.22
2005,不分男女,花蓮縣,胸腺、心臟與中隔,1.08,4,54.75,59.5,1.15
2005,不分男女,台東縣,胸腺、心臟與中隔,0.34,1,52,52,0.42
2005,男,台閩地區,胸腺、心臟與中隔,1.03,131,52.84,53,1.13
2005,男,台北市,胸腺、心臟與中隔,0.9,14,57.93,65,1.09
2005,男,台中市,胸腺、心臟與中隔,0.66,8,53.38,54.5,0.62
2005,男,台南市,胸腺、心臟與中隔,1.62,17,51.47,53,1.79
2005,男,高雄市,胸腺、心臟與中隔,1.51,24,53.5,52,1.72
2005,男,基隆市,胸腺、心臟與中隔,0.36,1,49,49,0.5
2005,男,新竹市,胸腺、心臟與中隔,0.87,2,36,36,1.02
2005,男,嘉義市,胸腺、心臟與中隔,1.33,2,37.5,37.5,1.48
2005,男,新北市,胸腺、心臟與中隔,1.03,18,55.78,68,0.96
2005,男,桃園市,胸腺、心臟與中隔,1.16,10,36.1,26.5,1.04
2005,男,宜蘭縣,胸腺、心臟與中隔,1.55,4,57.5,58.5,1.69
2005,男,苗栗縣,胸腺、心臟與中隔,0.28,1,44,44,0.34
2005,男,彰化縣,胸腺、心臟與中隔,1.08,8,54.13,56,1.18
2005,男,南投縣,胸腺、心臟與中隔,0.24,1,70,70,0.36
2005,男,雲林縣,胸腺、心臟與中隔,0.86,4,53.5,53.5,1.04
2005,男,嘉義縣,胸腺、心臟與中隔,1.8,7,58,63,2.39
2005,男,屏東縣,胸腺、心臟與中隔,1.53,9,53.22,51,1.93
2005,男,花蓮縣,胸腺、心臟與中隔,0.32,1,88,88,0.55
2005,女,台閩地區,胸腺、心臟與中隔,0.75,95,53.59,53,0.85
2005,女,台北市,胸腺、心臟與中隔,0.75,12,57.5,59,0.9
2005,女,台中市,胸腺、心臟與中隔,0.39,6,46.67,47,0.47
2005,女,台南市,胸腺、心臟與中隔,1.11,12,63.25,65.5,1.31
2005,女,高雄市,胸腺、心臟與中隔,0.71,10,48,51,0.74
2005,女,基隆市,胸腺、心臟與中隔,0.77,2,75.5,75.5,1.04
2005,女,新竹市,胸腺、心臟與中隔,1.13,2,58.5,58.5,1.03
2005,女,嘉義市,胸腺、心臟與中隔,1.2,2,65,65,1.47
2005,女,新北市,胸腺、心臟與中隔,0.75,15,42.67,46,0.81
2005,女,桃園市,胸腺、心臟與中隔,0.59,6,47.17,50.5,0.65
2005,女,新竹縣,胸腺、心臟與中隔,1.13,3,54.67,48,1.31
2005,女,宜蘭縣,胸腺、心臟與中隔,0.42,1,37,37,0.45
2005,女,苗栗縣,胸腺、心臟與中隔,1.54,5,58.2,64,1.88
2005,女,彰化縣,胸腺、心臟與中隔,0.6,5,57.4,48,0.79
2005,女,南投縣,胸腺、心臟與中隔,0.27,1,66,66,0.39
2005,女,雲林縣,胸腺、心臟與中隔,0.96,4,59.5,60,1.15
2005,女,嘉義縣,胸腺、心臟與中隔,0.84,3,60,63,1.14
2005,女,屏東縣,胸腺、心臟與中隔,0.39,2,57.5,57.5,0.46
2005,女,花蓮縣,胸腺、心臟與中隔,1.8,3,43.67,59,1.81
2005,女,台東縣,胸腺、心臟與中隔,0.69,1,52,52,0.89
2006,不分男女,台閩地區,胸腺、心臟與中隔,0.91,232,49.81,51,1.01
2006,不分男女,台北市,胸腺、心臟與中隔,0.69,22,43.55,46,0.84
2006,不分男女,台中市,胸腺、心臟與中隔,1.01,27,43.93,45,1.04
2006,不分男女,台南市,胸腺、心臟與中隔,1.35,31,55.68,54,1.66
2006,不分男女,高雄市,胸腺、心臟與中隔,1.27,40,47.68,50.5,1.45
2006,不分男女,基隆市,胸腺、心臟與中隔,0.85,4,52,53,1.02
2006,不分男女,嘉義市,胸腺、心臟與中隔,0.33,1,66,66,0.37
2006,不分男女,新北市,胸腺、心臟與中隔,0.88,35,46.63,47,0.93
2006,不分男女,桃園市,胸腺、心臟與中隔,0.88,17,55.94,57,0.89
2006,不分男女,新竹縣,胸腺、心臟與中隔,0.48,3,72.33,69,0.62
2006,不分男女,宜蘭縣,胸腺、心臟與中隔,0.52,3,62.33,73,0.65
2006,不分男女,苗栗縣,胸腺、心臟與中隔,0.43,3,64.67,58,0.54
2006,不分男女,彰化縣,胸腺、心臟與中隔,0.6,9,54.89,61,0.68
2006,不分男女,南投縣,胸腺、心臟與中隔,0.59,3,41.67,46,0.56
2006,不分男女,雲林縣,胸腺、心臟與中隔,0.84,6,36.5,34,0.82
2006,不分男女,嘉義縣,胸腺、心臟與中隔,2.19,14,51,55.5,2.53
2006,不分男女,屏東縣,胸腺、心臟與中隔,0.82,8,55.63,63.5,0.9
2006,不分男女,澎湖縣,胸腺、心臟與中隔,0.96,1,59,59,1.09
2006,不分男女,花蓮縣,胸腺、心臟與中隔,0.47,2,52,52,0.58
2006,不分男女,台東縣,胸腺、心臟與中隔,0.7,2,61.5,61.5,0.85
2006,不分男女,金門縣,胸腺、心臟與中隔,1.04,1,40,40,1.31
2006,男,台閩地區,胸腺、心臟與中隔,1.1,138,48.04,50,1.19
2006,男,台北市,胸腺、心臟與中隔,0.83,12,42.83,47,0.94
2006,男,台中市,胸腺、心臟與中隔,1.35,18,42.5,46.5,1.39
2006,男,台南市,胸腺、心臟與中隔,1.42,16,55.56,53.5,1.69
2006,男,高雄市,胸腺、心臟與中隔,1.54,23,43.48,43,1.64
2006,男,基隆市,胸腺、心臟與中隔,0.8,2,53,53,1.01
2006,男,新北市,胸腺、心臟與中隔,1.03,20,43.2,44,1.06
2006,男,桃園市,胸腺、心臟與中隔,1.28,13,52.46,49,1.34
2006,男,新竹縣,胸腺、心臟與中隔,0.6,2,74,74,0.79
2006,男,宜蘭縣,胸腺、心臟與中隔,0.45,1,23,23,0.42
2006,男,苗栗縣,胸腺、心臟與中隔,0.84,3,64.67,58,1.02
2006,男,彰化縣,胸腺、心臟與中隔,0.7,5,55.8,61,0.74
2006,男,雲林縣,胸腺、心臟與中隔,0.52,2,43,43,0.52
2006,男,嘉義縣,胸腺、心臟與中隔,3.18,10,46.3,47.5,3.44
2006,男,屏東縣,胸腺、心臟與中隔,1.47,7,55.57,64,1.51
2006,男,花蓮縣,胸腺、心臟與中隔,0.86,2,52,52,1.11
2006,男,台東縣,胸腺、心臟與中隔,1.44,2,61.5,61.5,1.6
2006,女,台閩地區,胸腺、心臟與中隔,0.71,94,52.4,52.5,0.83
2006,女,台北市,胸腺、心臟與中隔,0.54,10,44.4,46,0.74
2006,女,台中市,胸腺、心臟與中隔,0.64,9,46.78,40,0.7
2006,女,台南市,胸腺、心臟與中隔,1.28,15,55.8,54,1.63
2006,女,高雄市,胸腺、心臟與中隔,1.01,17,53.35,53,1.25
2006,女,基隆市,胸腺、心臟與中隔,0.87,2,51,51,1.04
2006,女,嘉義市,胸腺、心臟與中隔,0.6,1,66,66,0.73
2006,女,新北市,胸腺、心臟與中隔,0.71,15,51.2,52,0.8
2006,女,桃園市,胸腺、心臟與中隔,0.48,4,67.25,68.5,0.43
2006,女,新竹縣,胸腺、心臟與中隔,0.35,1,69,69,0.43
2006,女,宜蘭縣,胸腺、心臟與中隔,0.53,2,82,82,0.89
2006,女,彰化縣,胸腺、心臟與中隔,0.51,4,53.75,62.5,0.63
2006,女,南投縣,胸腺、心臟與中隔,1.23,3,41.67,46,1.16
2006,女,雲林縣,胸腺、心臟與中隔,1.27,4,33.25,34,1.16
2006,女,嘉義縣,胸腺、心臟與中隔,1.11,4,62.75,65,1.52
2006,女,屏東縣,胸腺、心臟與中隔,0.19,1,56,56,0.23
2006,女,澎湖縣,胸腺、心臟與中隔,1.9,1,59,59,2.26
2006,女,金門縣,胸腺、心臟與中隔,2.5,1,40,40,2.78
2007,不分男女,台閩地區,胸腺、心臟與中隔,0.96,256,51.14,51.5,1.12
2007,不分男女,台北市,胸腺、心臟與中隔,1.06,32,50.63,55,1.22
2007,不分男女,台中市,胸腺、心臟與中隔,0.88,27,49.59,45,1.04
2007,不分男女,台南市,胸腺、心臟與中隔,1.54,35,57.06,59,1.87
2007,不分男女,高雄市,胸腺、心臟與中隔,1.09,34,44.24,48.5,1.23
2007,不分男女,基隆市,胸腺、心臟與中隔,0.18,1,75,75,0.26
2007,不分男女,新竹市,胸腺、心臟與中隔,1,5,42.8,44,1.25
2007,不分男女,嘉義市,胸腺、心臟與中隔,0.58,2,70.5,70.5,0.73
2007,不分男女,新北市,胸腺、心臟與中隔,0.96,40,50.43,50,1.05
2007,不分男女,桃園市,胸腺、心臟與中隔,0.88,19,55.58,51,0.98
2007,不分男女,新竹縣,胸腺、心臟與中隔,0.72,4,42,37.5,0.81
2007,不分男女,宜蘭縣,胸腺、心臟與中隔,1.49,8,49.63,55.5,1.74
2007,不分男女,苗栗縣,胸腺、心臟與中隔,0.96,6,48.67,46.5,1.07
2007,不分男女,彰化縣,胸腺、心臟與中隔,0.85,13,54.31,52,0.99
2007,不分男女,南投縣,胸腺、心臟與中隔,0.69,4,32.25,28.5,0.75
2007,不分男女,雲林縣,胸腺、心臟與中隔,0.95,9,54.33,54,1.24
2007,不分男女,嘉義縣,胸腺、心臟與中隔,1.26,9,57.44,64,1.63
2007,不分男女,屏東縣,胸腺、心臟與中隔,0.57,6,56,59,0.67
2007,不分男女,台東縣,胸腺、心臟與中隔,0.35,1,44,44,0.43
2007,不分男女,金門縣,胸腺、心臟與中隔,0.8,1,52,52,1.23
2007,男,台閩地區,胸腺、心臟與中隔,1.18,155,49.66,51,1.34
2007,男,台北市,胸腺、心臟與中隔,1.52,21,46.29,48,1.64
2007,男,台中市,胸腺、心臟與中隔,1.28,19,48.95,45,1.46
2007,男,台南市,胸腺、心臟與中隔,2.15,24,53.96,56,2.53
2007,男,高雄市,胸腺、心臟與中隔,1.4,22,44.09,49,1.57
2007,男,新竹市,胸腺、心臟與中隔,1.21,3,41.67,39,1.5
2007,男,新北市,胸腺、心臟與中隔,1.13,22,50.23,51.5,1.16
2007,男,桃園市,胸腺、心臟與中隔,0.85,10,53.3,49,1.02
2007,男,新竹縣,胸腺、心臟與中隔,0.73,2,48,48,0.78
2007,男,宜蘭縣,胸腺、心臟與中隔,1.61,4,46.25,53,1.7
2007,男,苗栗縣,胸腺、心臟與中隔,1.5,5,50.8,55,1.71
2007,男,彰化縣,胸腺、心臟與中隔,0.75,6,52.33,46.5,0.89
2007,男,南投縣,胸腺、心臟與中隔,0.33,1,25,25,0.36
2007,男,雲林縣,胸腺、心臟與中隔,1.18,6,53,50.5,1.57
2007,男,嘉義縣,胸腺、心臟與中隔,1.52,6,61,65.5,2.07
2007,男,屏東縣,胸腺、心臟與中隔,0.59,3,55.33,63,0.65
2007,男,台東縣,胸腺、心臟與中隔,0.61,1,44,44,0.81
2007,女,台閩地區,胸腺、心臟與中隔,0.73,101,53.42,53,0.89
2007,女,台北市,胸腺、心臟與中隔,0.6,11,58.91,57,0.81
2007,女,台中市,胸腺、心臟與中隔,0.5,8,51.13,44,0.61
2007,女,台南市,胸腺、心臟與中隔,0.92,11,63.82,66,1.19
2007,女,高雄市,胸腺、心臟與中隔,0.79,12,44.5,47,0.88
2007,女,基隆市,胸腺、心臟與中隔,0.37,1,75,75,0.52
2007,女,新竹市,胸腺、心臟與中隔,0.8,2,44.5,44.5,1
2007,女,嘉義市,胸腺、心臟與中隔,1.04,2,70.5,70.5,1.45
2007,女,新北市,胸腺、心臟與中隔,0.77,18,50.67,48.5,0.95
2007,女,桃園市,胸腺、心臟與中隔,0.88,9,58.11,53,0.94
2007,女,新竹縣,胸腺、心臟與中隔,0.74,2,36,36,0.84
